date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2016-11-04T00:00:00.000Z,120.75,121.93,119.25,119.59,30545466,120.75,121.93,119.25,119.59,30545466,0.0,1.0
2016-11-07T00:00:00.000Z,122.15,123.2089,121.35,122.83,23008880,122.15,123.2089,121.35,122.83,23008880,0.0,1.0
2016-11-08T00:00:00.000Z,124.22,124.61,121.54,122.03,19460768,124.22,124.61,121.54,122.03,19460768,0.0,1.0
2016-11-09T00:00:00.000Z,123.18,123.81,120.51,121.5,31916020,123.18,123.81,120.51,121.5,31916020,0.0,1.0
2016-11-10T00:00:00.000Z,120.8,124.18,115.27,123.93,67846704,120.8,124.18,115.27,123.93,67846704,0.0,1.0
2016-11-11T00:00:00.000Z,119.02,120.7,118.15,119.53,32840137,119.02,120.7,118.15,119.53,32840137,0.0,1.0
2016-11-14T00:00:00.000Z,115.08,119.1256,113.5535,119.1256,51377040,115.08,119.1256,113.5535,119.1256,51377040,0.0,1.0
2016-11-15T00:00:00.000Z,117.2,118.49,115.83,116.73,34681369,117.2,118.49,115.83,116.73,34681369,0.0,1.0
2016-11-16T00:00:00.000Z,116.34,117.88,114.21,114.48,32397947,116.34,117.88,114.21,114.48,32397947,0.0,1.0
2016-11-17T00:00:00.000Z,117.79,117.79,116.01,116.81,18597766,117.79,117.79,116.01,116.81,18597766,0.0,1.0
2016-11-18T00:00:00.000Z,117.02,119.13,116.84,118.39,22879303,117.02,119.13,116.84,118.39,22879303,0.0,1.0
2016-11-21T00:00:00.000Z,121.77,121.95,117.8,118.2,35415366,121.77,121.95,117.8,118.2,35415366,0.0,1.0
2016-11-22T00:00:00.000Z,121.47,122.98,120.9,122.4,26089163,121.47,122.98,120.9,122.4,26089163,0.0,1.0
2016-11-23T00:00:00.000Z,120.84,121.31,119.94,121.23,15672136,120.84,121.31,119.94,121.23,15672136,0.0,1.0
2016-11-25T00:00:00.000Z,120.38,121.14,120.07,121.01,8658605,120.38,121.14,120.07,121.01,8658605,0.0,1.0
2016-11-28T00:00:00.000Z,120.41,121.69,119.82,120.12,18101314,120.41,121.69,119.82,120.12,18101314,0.0,1.0
2016-11-29T00:00:00.000Z,120.87,122.1,120.4,120.57,18890956,120.87,122.1,120.4,120.57,18890956,0.0,1.0
2016-11-30T00:00:00.000Z,118.42,121.79,117.95,120.32,30188922,118.42,121.79,117.95,120.32,30188922,0.0,1.0
2016-12-01T00:00:00.000Z,115.1,118.45,114.0,118.38,43276994,115.1,118.45,114.0,118.38,43276994,0.0,1.0
2016-12-02T00:00:00.000Z,115.4,116.48,114.3,115.11,25070364,115.4,116.48,114.3,115.11,25070364,0.0,1.0
2016-12-05T00:00:00.000Z,117.43,117.57,115.07,115.95,20201528,117.43,117.57,115.07,115.95,20201528,0.0,1.0
2016-12-06T00:00:00.000Z,117.31,117.795,116.33,117.69,19131202,117.31,117.795,116.33,117.69,19131202,0.0,1.0
2016-12-07T00:00:00.000Z,117.95,117.95,116.57,117.0,21913658,117.95,117.95,116.57,117.0,21913658,0.0,1.0
2016-12-08T00:00:00.000Z,118.91,119.5,117.64,117.98,22442756,118.91,119.5,117.64,117.98,22442756,0.0,1.0
2016-12-09T00:00:00.000Z,119.68,119.94,118.95,119.22,17464736,119.68,119.94,118.95,119.22,17464736,0.0,1.0
2016-12-12T00:00:00.000Z,117.77,119.24,117.65,119.22,17805527,117.77,119.24,117.65,119.22,17805527,0.0,1.0
2016-12-13T00:00:00.000Z,120.31,121.52,117.61,117.86,29768028,120.31,121.52,117.61,117.86,29768028,0.0,1.0
2016-12-14T00:00:00.000Z,120.21,121.69,118.85,120.0,25913095,120.21,121.69,118.85,120.0,25913095,0.0,1.0
2016-12-15T00:00:00.000Z,120.57,122.5,119.63,120.08,20139568,120.57,122.5,119.63,120.08,20139568,0.0,1.0
2016-12-16T00:00:00.000Z,119.87,121.5,119.27,120.9,25324299,119.87,121.5,119.27,120.9,25324299,0.0,1.0
2016-12-19T00:00:00.000Z,119.24,120.36,118.51,119.85,15918146,119.24,120.36,118.51,119.85,15918146,0.0,1.0
2016-12-20T00:00:00.000Z,119.09,119.77,118.8,119.5,13684402,119.09,119.77,118.8,119.5,13684402,0.0,1.0
2016-12-21T00:00:00.000Z,119.04,119.2,118.48,118.92,10767646,119.04,119.2,118.48,118.92,10767646,0.0,1.0
2016-12-22T00:00:00.000Z,117.4,118.99,116.93,118.86,16258587,117.4,118.99,116.93,118.86,16258587,0.0,1.0
2016-12-23T00:00:00.000Z,117.27,117.56,116.3,117.0,10889985,117.27,117.56,116.3,117.0,10889985,0.0,1.0
2016-12-27T00:00:00.000Z,118.01,118.68,116.864,116.96,12051481,118.01,118.68,116.864,116.96,12051481,0.0,1.0
2016-12-28T00:00:00.000Z,116.92,118.25,116.65,118.19,12087377,116.92,118.25,116.65,118.19,12087377,0.0,1.0
2016-12-29T00:00:00.000Z,116.35,117.531,116.06,117.0,9934873,116.35,117.531,116.06,117.0,9934873,0.0,1.0
2016-12-30T00:00:00.000Z,115.05,116.83,114.7739,116.595,18684106,115.05,116.83,114.7739,116.595,18684106,0.0,1.0
2017-01-03T00:00:00.000Z,116.86,117.84,115.51,116.03,20663912,116.86,117.84,115.51,116.03,20663912,0.0,1.0
2017-01-04T00:00:00.000Z,118.69,119.66,117.29,117.55,19630932,118.69,119.66,117.29,117.55,19630932,0.0,1.0
2017-01-05T00:00:00.000Z,120.67,120.95,118.3209,118.86,19492150,120.67,120.95,118.3209,118.86,19492150,0.0,1.0
2017-01-06T00:00:00.000Z,123.41,123.88,120.03,120.98,28545263,123.41,123.88,120.03,120.98,28545263,0.0,1.0
2017-01-09T00:00:00.000Z,124.9,125.43,123.04,123.55,22880360,124.9,125.43,123.04,123.55,22880360,0.0,1.0
2017-01-10T00:00:00.000Z,124.35,125.5,124.28,124.82,17324590,124.35,125.5,124.28,124.82,17324590,0.0,1.0
2017-01-11T00:00:00.000Z,126.09,126.12,124.06,124.35,18356523,126.09,126.12,124.06,124.35,18356523,0.0,1.0
2017-01-12T00:00:00.000Z,126.62,126.73,124.8,125.61,18653914,126.62,126.73,124.8,125.61,18653914,0.0,1.0
2017-01-13T00:00:00.000Z,128.34,129.27,127.37,127.49,24884325,128.34,129.27,127.37,127.49,24884325,0.0,1.0
2017-01-17T00:00:00.000Z,127.87,128.34,127.4,128.04,15294460,127.87,128.34,127.4,128.04,15294460,0.0,1.0
2017-01-18T00:00:00.000Z,127.92,128.43,126.84,128.41,13145852,127.92,128.43,126.84,128.41,13145852,0.0,1.0
2017-01-19T00:00:00.000Z,127.55,128.35,127.45,128.23,12195465,127.55,128.35,127.45,128.23,12195465,0.0,1.0
2017-01-20T00:00:00.000Z,127.04,128.48,126.78,128.1,19097223,127.04,128.48,126.78,128.1,19097223,0.0,1.0
2017-01-23T00:00:00.000Z,128.93,129.25,126.95,127.31,16593563,128.93,129.25,126.95,127.31,16593563,0.0,1.0
2017-01-24T00:00:00.000Z,129.37,129.9,128.38,129.38,15162724,129.37,129.9,128.38,129.38,15162724,0.0,1.0
2017-01-25T00:00:00.000Z,131.48,131.74,129.77,130.0,18777314,131.48,131.74,129.77,130.0,18777314,0.0,1.0
2017-01-26T00:00:00.000Z,132.78,133.14,131.4401,131.63,20020141,132.78,133.14,131.4401,131.63,20020141,0.0,1.0
2017-01-27T00:00:00.000Z,132.18,132.95,131.08,132.68,19539514,132.18,132.95,131.08,132.68,19539514,0.0,1.0
2017-01-30T00:00:00.000Z,130.98,131.58,129.6,131.58,18956095,130.98,131.58,129.6,131.58,18956095,0.0,1.0
2017-01-31T00:00:00.000Z,130.32,130.66,129.5157,130.17,19790484,130.32,130.66,129.5157,130.17,19790484,0.0,1.0
2017-02-01T00:00:00.000Z,133.23,133.49,130.68,132.25,50139775,133.23,133.49,130.68,132.25,50139775,0.0,1.0
2017-02-02T00:00:00.000Z,130.84,135.49,130.4,133.22,54366447,130.84,135.49,130.4,133.22,54366447,0.0,1.0
2017-02-03T00:00:00.000Z,130.98,132.85,130.76,131.24,24804890,130.98,132.85,130.76,131.24,24804890,0.0,1.0
2017-02-06T00:00:00.000Z,132.06,132.06,130.3,130.98,17058494,132.06,132.06,130.3,130.98,17058494,0.0,1.0
2017-02-07T00:00:00.000Z,131.84,133.0,131.66,132.24,14596449,131.84,133.0,131.66,132.24,14596449,0.0,1.0
2017-02-08T00:00:00.000Z,134.2,134.44,132.44,132.6,22390556,134.2,134.44,132.44,132.6,22390556,0.0,1.0
2017-02-09T00:00:00.000Z,134.14,134.5,133.31,134.49,16470609,134.14,134.5,133.31,134.49,16470609,0.0,1.0
2017-02-10T00:00:00.000Z,134.19,134.94,133.68,134.1,15061939,134.19,134.94,133.68,134.1,15061939,0.0,1.0
2017-02-13T00:00:00.000Z,134.05,134.7,133.7,134.7,13526221,134.05,134.7,133.7,134.7,13526221,0.0,1.0
2017-02-14T00:00:00.000Z,133.85,134.23,132.55,134.1,14364877,133.85,134.23,132.55,134.1,14364877,0.0,1.0
2017-02-15T00:00:00.000Z,133.44,133.7,132.66,133.45,13226534,133.44,133.7,132.66,133.45,13226534,0.0,1.0
2017-02-16T00:00:00.000Z,133.84,133.87,133.02,133.07,12831092,133.84,133.87,133.02,133.07,12831092,0.0,1.0
2017-02-17T00:00:00.000Z,133.53,134.09,133.17,133.5,12276490,133.53,134.09,133.17,133.5,12276490,0.0,1.0
2017-02-21T00:00:00.000Z,133.72,133.91,132.9,133.5,14759109,133.72,133.91,132.9,133.5,14759109,0.0,1.0
2017-02-22T00:00:00.000Z,136.12,136.79,133.46,133.6,27360092,136.12,136.79,133.46,133.6,27360092,0.0,1.0
2017-02-23T00:00:00.000Z,135.36,136.12,134.33,135.89,18422549,135.36,136.12,134.33,135.89,18422549,0.0,1.0
2017-02-24T00:00:00.000Z,135.44,135.62,134.16,134.16,12625742,135.44,135.62,134.16,134.16,12625742,0.0,1.0
2017-02-27T00:00:00.000Z,136.41,137.18,135.02,135.26,14306668,136.41,137.18,135.02,135.26,14306668,0.0,1.0
2017-02-28T00:00:00.000Z,135.54,136.81,134.75,136.79,16112092,135.54,136.81,134.75,136.79,16112092,0.0,1.0
2017-03-01T00:00:00.000Z,137.42,137.48,136.3,136.47,16257010,137.42,137.48,136.3,136.47,16257010,0.0,1.0
2017-03-02T00:00:00.000Z,136.76,137.82,136.31,137.09,12294804,136.76,137.82,136.31,137.09,12294804,0.0,1.0
2017-03-03T00:00:00.000Z,137.17,137.33,136.08,136.63,11160563,137.17,137.33,136.08,136.63,11160563,0.0,1.0
2017-03-06T00:00:00.000Z,137.42,137.83,136.51,136.88,12748179,137.42,137.83,136.51,136.88,12748179,0.0,1.0
2017-03-07T00:00:00.000Z,137.3,138.37,136.99,137.03,13527132,137.3,138.37,136.99,137.03,13527132,0.0,1.0
2017-03-08T00:00:00.000Z,137.72,137.99,137.05,137.15,10184514,137.72,137.99,137.05,137.15,10184514,0.0,1.0
2017-03-09T00:00:00.000Z,138.24,138.57,137.4,137.72,15535259,138.24,138.57,137.4,137.72,15535259,0.0,1.0
2017-03-10T00:00:00.000Z,138.79,139.49,138.22,138.91,16314113,138.79,139.49,138.22,138.91,16314113,0.0,1.0
2017-03-13T00:00:00.000Z,139.6,139.68,138.67,138.71,10955450,139.6,139.68,138.67,138.71,10955450,0.0,1.0
2017-03-14T00:00:00.000Z,139.32,139.46,138.52,139.46,12944018,139.32,139.46,138.52,139.46,12944018,0.0,1.0
2017-03-15T00:00:00.000Z,139.72,140.1,138.49,139.29,19344826,139.72,140.1,138.49,139.29,19344826,0.0,1.0
2017-03-16T00:00:00.000Z,139.99,140.25,139.73,140.2,13612942,139.99,140.25,139.73,140.2,13612942,0.0,1.0
2017-03-17T00:00:00.000Z,139.84,140.34,139.7,140.34,20592818,139.84,140.34,139.7,140.34,20592818,0.0,1.0
2017-03-20T00:00:00.000Z,139.94,140.19,139.25,139.71,12099471,139.94,140.19,139.25,139.71,12099471,0.0,1.0
2017-03-21T00:00:00.000Z,138.51,142.31,138.4,141.15,29894784,138.51,142.31,138.4,141.15,29894784,0.0,1.0
2017-03-22T00:00:00.000Z,139.59,139.79,137.6,137.93,17055449,139.59,139.79,137.6,137.93,17055449,0.0,1.0
2017-03-23T00:00:00.000Z,139.53,140.39,139.09,139.48,13022801,139.53,140.39,139.09,139.48,13022801,0.0,1.0
2017-03-24T00:00:00.000Z,140.34,141.02,139.76,140.08,16664683,140.34,141.02,139.76,140.08,16664683,0.0,1.0
2017-03-27T00:00:00.000Z,140.32,140.65,138.77,139.05,12800544,140.32,140.65,138.77,139.05,12800544,0.0,1.0
2017-03-28T00:00:00.000Z,141.76,141.95,140.01,140.36,14679436,141.76,141.95,140.01,140.36,14679436,0.0,1.0
2017-03-29T00:00:00.000Z,142.65,142.86,141.43,141.99,16527574,142.65,142.86,141.43,141.99,16527574,0.0,1.0
2017-03-30T00:00:00.000Z,142.41,142.95,141.85,142.4,12403997,142.41,142.95,141.85,142.4,12403997,0.0,1.0
2017-03-31T00:00:00.000Z,142.05,142.63,141.89,142.31,11478265,142.05,142.63,141.89,142.31,11478265,0.0,1.0
2017-04-03T00:00:00.000Z,142.28,142.47,140.82,141.93,13563960,142.28,142.47,140.82,141.93,13563960,0.0,1.0
2017-04-04T00:00:00.000Z,141.73,142.09,141.27,141.86,12948599,141.73,142.09,141.27,141.86,12948599,0.0,1.0
2017-04-05T00:00:00.000Z,141.85,143.44,141.29,142.26,17158059,141.85,143.44,141.29,142.26,17158059,0.0,1.0
2017-04-06T00:00:00.000Z,141.17,142.22,140.91,142.11,15103426,141.17,142.22,140.91,142.11,15103426,0.0,1.0
2017-04-07T00:00:00.000Z,140.78,141.55,140.24,141.2,11811439,140.78,141.55,140.24,141.2,11811439,0.0,1.0
2017-04-10T00:00:00.000Z,141.04,141.43,140.63,141.0,9039366,141.04,141.43,140.63,141.0,9039366,0.0,1.0
2017-04-11T00:00:00.000Z,139.92,141.03,138.81,140.8,16638087,139.92,141.03,138.81,140.8,16638087,0.0,1.0
2017-04-12T00:00:00.000Z,139.58,140.4,139.44,139.72,11612456,139.58,140.4,139.44,139.72,11612456,0.0,1.0
2017-04-13T00:00:00.000Z,139.39,140.58,139.33,139.62,10965614,139.39,140.58,139.33,139.62,10965614,0.0,1.0
2017-04-17T00:00:00.000Z,141.42,141.55,139.75,139.76,11519663,141.42,141.55,139.75,139.76,11519663,0.0,1.0
2017-04-18T00:00:00.000Z,140.96,141.91,140.61,141.27,14807472,140.96,141.91,140.61,141.27,14807472,0.0,1.0
2017-04-19T00:00:00.000Z,142.27,143.04,141.27,141.35,15563945,142.27,143.04,141.27,141.35,15563945,0.0,1.0
2017-04-20T00:00:00.000Z,143.8,144.25,142.69,142.95,15968164,143.8,144.25,142.69,142.95,15968164,0.0,1.0
2017-04-21T00:00:00.000Z,143.68,144.17,142.27,143.9,12382002,143.68,144.17,142.27,143.9,12382002,0.0,1.0
2017-04-24T00:00:00.000Z,145.47,145.67,144.34,144.96,14397448,145.47,145.67,144.34,144.96,14397448,0.0,1.0
2017-04-25T00:00:00.000Z,146.49,147.15,145.79,145.79,17684833,146.49,147.15,145.79,145.79,17684833,0.0,1.0
2017-04-26T00:00:00.000Z,146.56,147.59,146.09,147.09,11324335,146.56,147.59,146.09,147.09,11324335,0.0,1.0
2017-04-27T00:00:00.000Z,147.7,147.75,146.14,146.67,10561420,147.7,147.75,146.14,146.67,10561420,0.0,1.0
2017-04-28T00:00:00.000Z,150.25,151.53,149.07,149.5,30280373,150.25,151.53,149.07,149.5,30280373,0.0,1.0
2017-05-01T00:00:00.000Z,152.46,152.57,151.42,151.74,24669159,152.46,152.57,151.42,151.74,24669159,0.0,1.0
2017-05-02T00:00:00.000Z,152.78,153.44,151.66,153.34,21255365,152.78,153.44,151.66,153.34,21255365,0.0,1.0
2017-05-03T00:00:00.000Z,151.8,153.6,151.34,153.6,21755088,151.8,153.6,151.34,153.6,21755088,0.0,1.0
2017-05-04T00:00:00.000Z,150.85,151.52,148.72,150.17,36060301,150.85,151.52,148.72,150.17,36060301,0.0,1.0
2017-05-05T00:00:00.000Z,150.24,151.63,149.79,151.45,17051519,150.24,151.63,149.79,151.45,17051519,0.0,1.0
2017-05-08T00:00:00.000Z,151.06,151.08,149.74,150.71,15662472,151.06,151.08,149.74,150.71,15662472,0.0,1.0
2017-05-09T00:00:00.000Z,150.48,152.59,150.21,151.49,17325999,150.48,152.59,150.21,151.49,17325999,0.0,1.0
2017-05-10T00:00:00.000Z,150.29,150.52,148.86,150.23,11653395,150.29,150.52,148.86,150.23,11653395,0.0,1.0
2017-05-11T00:00:00.000Z,150.04,150.65,149.41,150.31,11623865,150.04,150.65,149.41,150.31,11623865,0.0,1.0
2017-05-12T00:00:00.000Z,150.33,150.46,149.63,150.4,9497040,150.33,150.46,149.63,150.4,9497040,0.0,1.0
2017-05-15T00:00:00.000Z,150.19,151.48,149.77,150.17,14909882,150.19,151.48,149.77,150.17,14909882,0.0,1.0
2017-05-16T00:00:00.000Z,149.78,150.21,149.03,150.11,14420715,149.78,150.21,149.03,150.11,14420715,0.0,1.0
2017-05-17T00:00:00.000Z,144.85,148.67,144.42,148.0,27908167,144.85,148.67,144.42,148.0,27908167,0.0,1.0
2017-05-18T00:00:00.000Z,147.66,148.15,144.51,144.72,21784326,147.66,148.15,144.51,144.72,21784326,0.0,1.0
2017-05-19T00:00:00.000Z,148.06,149.39,147.96,148.45,16101229,148.06,149.39,147.96,148.45,16101229,0.0,1.0
2017-05-22T00:00:00.000Z,148.24,148.59,147.69,148.08,12379481,148.24,148.59,147.69,148.08,12379481,0.0,1.0
2017-05-23T00:00:00.000Z,148.07,148.81,147.25,148.52,12665886,148.07,148.81,147.25,148.52,12665886,0.0,1.0
2017-05-24T00:00:00.000Z,150.04,150.23,148.42,148.51,17769670,150.04,150.23,148.42,148.51,17769670,0.0,1.0
2017-05-25T00:00:00.000Z,151.96,152.59,149.95,150.3,19780399,151.96,152.59,149.95,150.3,19780399,0.0,1.0
2017-05-26T00:00:00.000Z,152.13,152.25,151.15,152.23,14907827,152.13,152.25,151.15,152.23,14907827,0.0,1.0
2017-05-30T00:00:00.000Z,152.38,152.9,151.64,151.97,13145329,152.38,152.9,151.64,151.97,13145329,0.0,1.0
2017-05-31T00:00:00.000Z,151.46,153.35,151.09,152.7,17709427,151.46,153.35,151.09,152.7,17709427,0.0,1.0
2017-06-01T00:00:00.000Z,151.53,152.29,150.3,151.75,14459173,151.53,152.29,150.3,151.75,14459173,0.0,1.0
2017-06-02T00:00:00.000Z,153.61,153.63,151.3,151.85,16787255,153.61,153.63,151.3,151.85,16787255,0.0,1.0
2017-06-05T00:00:00.000Z,153.63,154.71,153.41,153.64,12279871,153.63,154.71,153.41,153.64,12279871,0.0,1.0
2017-06-06T00:00:00.000Z,152.81,154.52,152.48,153.41,13291727,152.81,154.52,152.48,153.41,13291727,0.0,1.0
2017-06-07T00:00:00.000Z,153.12,153.75,152.34,153.27,11822136,153.12,153.75,152.34,153.27,11822136,0.0,1.0
2017-06-08T00:00:00.000Z,154.71,154.73,153.1,154.08,17539521,154.71,154.73,153.1,154.08,17539521,0.0,1.0
2017-06-09T00:00:00.000Z,149.6,155.59,146.61,154.77,35256368,149.6,155.59,146.61,154.77,35256368,0.0,1.0
2017-06-12T00:00:00.000Z,148.44,149.2,144.56,148.17,33238543,148.44,149.2,144.56,148.17,33238543,0.0,1.0
2017-06-13T00:00:00.000Z,150.68,151.18,148.9,150.15,20316202,150.68,151.18,148.9,150.15,20316202,0.0,1.0
2017-06-14T00:00:00.000Z,150.25,152.4,149.05,151.26,20552981,150.25,152.4,149.05,151.26,20552981,0.0,1.0
2017-06-15T00:00:00.000Z,149.8,150.04,146.37,147.67,18877305,149.8,150.04,146.37,147.67,18877305,0.0,1.0
2017-06-16T00:00:00.000Z,150.64,150.83,148.6,149.59,22169800,150.64,150.83,148.6,149.59,22169800,0.0,1.0
2017-06-19T00:00:00.000Z,152.87,153.57,151.71,151.71,18678807,152.87,153.57,151.71,151.71,18678807,0.0,1.0
2017-06-20T00:00:00.000Z,152.25,153.84,152.21,152.88,14557895,152.25,153.84,152.21,152.88,14557895,0.0,1.0
2017-06-21T00:00:00.000Z,153.91,154.08,151.88,152.36,14760242,153.91,154.08,151.88,152.36,14760242,0.0,1.0
2017-06-22T00:00:00.000Z,153.4,154.55,152.91,153.01,12783958,153.4,154.55,152.91,153.01,12783958,0.0,1.0
2017-06-23T00:00:00.000Z,155.07,155.2,152.65,152.72,16192249,155.07,155.2,152.65,152.72,16192249,0.0,1.0
2017-06-26T00:00:00.000Z,153.59,156.5,153.2,156.25,17934289,153.59,156.5,153.2,156.25,17934289,0.0,1.0
2017-06-27T00:00:00.000Z,150.58,153.31,150.39,152.84,19274022,150.58,153.31,150.39,152.84,19274022,0.0,1.0
2017-06-28T00:00:00.000Z,153.24,153.47,149.86,150.92,16621566,153.24,153.47,149.86,150.92,16621566,0.0,1.0
2017-06-29T00:00:00.000Z,151.04,152.5,148.92,152.28,23771610,151.04,152.5,148.92,152.28,23771610,0.0,1.0
2017-06-30T00:00:00.000Z,150.98,151.92,150.06,151.9,14540013,150.98,151.92,150.06,151.9,14540013,0.0,1.0
2017-07-03T00:00:00.000Z,148.43,152.15,147.8,151.72,13860113,148.43,152.15,147.8,151.72,13860113,0.0,1.0
2017-07-05T00:00:00.000Z,150.34,150.85,148.13,149.0,14037692,150.34,150.85,148.13,149.0,14037692,0.0,1.0
2017-07-06T00:00:00.000Z,148.82,150.04,148.0,149.03,14788811,148.82,150.04,148.0,149.03,14788811,0.0,1.0
2017-07-07T00:00:00.000Z,151.44,151.99,149.19,149.25,13229352,151.44,151.99,149.19,149.25,13229352,0.0,1.0
2017-07-10T00:00:00.000Z,153.5,153.98,151.51,151.69,13296447,153.5,153.98,151.51,151.69,13296447,0.0,1.0
2017-07-11T00:00:00.000Z,155.27,155.42,152.91,153.37,13208251,155.27,155.42,152.91,153.37,13208251,0.0,1.0
2017-07-12T00:00:00.000Z,158.9,159.16,156.2,156.49,22483868,158.9,159.16,156.2,156.49,22483868,0.0,1.0
2017-07-13T00:00:00.000Z,159.26,159.78,158.4227,158.74,13839891,159.26,159.78,158.4227,158.74,13839891,0.0,1.0
2017-07-14T00:00:00.000Z,159.97,160.32,159.33,160.13,16172560,159.97,160.32,159.33,160.13,16172560,0.0,1.0
2017-07-17T00:00:00.000Z,159.73,160.78,158.81,160.25,12567935,159.73,160.78,158.81,160.25,12567935,0.0,1.0
2017-07-18T00:00:00.000Z,162.86,163.73,159.42,159.66,23621711,162.86,163.73,159.42,159.66,23621711,0.0,1.0
2017-07-19T00:00:00.000Z,164.14,165.7,163.17,163.59,25915988,164.14,165.7,163.17,163.59,25915988,0.0,1.0
2017-07-20T00:00:00.000Z,164.53,165.0,162.81,164.8,18293111,164.53,165.0,162.81,164.8,18293111,0.0,1.0
2017-07-21T00:00:00.000Z,164.43,165.05,163.75,164.16,14494667,164.43,165.05,163.75,164.16,14494667,0.0,1.0
2017-07-24T00:00:00.000Z,166.0,166.17,164.31,164.64,16595460,166.0,166.17,164.31,164.64,16595460,0.0,1.0
2017-07-25T00:00:00.000Z,165.28,165.54,163.86,165.01,15164613,165.28,165.54,163.86,165.01,15164613,0.0,1.0
2017-07-26T00:00:00.000Z,165.61,166.01,164.1,166.01,24081060,165.61,166.01,164.1,166.01,24081060,0.0,1.0
2017-07-27T00:00:00.000Z,170.44,175.49,167.5,174.7,68065163,170.44,175.49,167.5,174.7,68065163,0.0,1.0
2017-07-28T00:00:00.000Z,172.45,173.43,169.05,169.07,24036502,172.45,173.43,169.05,169.07,24036502,0.0,1.0
2017-07-31T00:00:00.000Z,169.25,172.72,168.55,172.0,25157896,169.25,172.72,168.55,172.0,25157896,0.0,1.0
2017-08-01T00:00:00.000Z,169.86,170.47,169.05,169.82,14051379,169.86,170.47,169.05,169.82,14051379,0.0,1.0
2017-08-02T00:00:00.000Z,169.3,170.55,166.91,170.3,17061845,169.3,170.55,166.91,170.3,17061845,0.0,1.0
2017-08-03T00:00:00.000Z,168.59,169.7,168.25,169.3,10316246,168.59,169.7,168.25,169.3,10316246,0.0,1.0
2017-08-04T00:00:00.000Z,169.62,170.06,168.69,168.97,10360774,169.62,170.06,168.69,168.97,10360774,0.0,1.0
2017-08-07T00:00:00.000Z,171.98,172.06,169.66,169.95,12504157,171.98,172.06,169.66,169.95,12504157,0.0,1.0
2017-08-08T00:00:00.000Z,171.23,173.05,170.62,171.88,13813683,171.23,173.05,170.62,171.88,13813683,0.0,1.0
2017-08-09T00:00:00.000Z,171.18,171.45,169.56,169.98,10597084,171.18,171.45,169.56,169.98,10597084,0.0,1.0
2017-08-10T00:00:00.000Z,167.4,170.59,166.85,170.06,20353485,167.4,170.59,166.85,170.06,20353485,0.0,1.0
2017-08-11T00:00:00.000Z,168.08,168.82,166.85,167.95,13664032,168.08,168.82,166.85,167.95,13664032,0.0,1.0
2017-08-14T00:00:00.000Z,170.75,171.08,169.29,170.09,12786286,170.75,171.08,169.29,170.09,12786286,0.0,1.0
2017-08-15T00:00:00.000Z,171.0,171.5,170.01,171.49,8621787,171.0,171.5,170.01,171.49,8621787,0.0,1.0
2017-08-16T00:00:00.000Z,170.0,171.38,169.24,171.25,15580549,170.0,171.38,169.24,171.25,15580549,0.0,1.0
2017-08-17T00:00:00.000Z,166.91,169.86,166.85,169.34,16791591,166.91,169.86,166.85,169.34,16791591,0.0,1.0
2017-08-18T00:00:00.000Z,167.41,168.67,166.21,166.84,14933261,167.41,168.67,166.21,166.84,14933261,0.0,1.0
2017-08-21T00:00:00.000Z,167.78,168.0,165.82,167.16,11880823,167.78,168.0,165.82,167.16,11880823,0.0,1.0
2017-08-22T00:00:00.000Z,169.64,169.87,167.15,168.28,11333260,169.64,169.87,167.15,168.28,11333260,0.0,1.0
2017-08-23T00:00:00.000Z,168.71,169.36,168.2,168.84,9756817,168.71,169.36,168.2,168.84,9756817,0.0,1.0
2017-08-24T00:00:00.000Z,167.74,169.29,166.41,168.88,13552865,167.74,169.29,166.41,168.88,13552865,0.0,1.0
2017-08-25T00:00:00.000Z,166.32,168.38,166.18,167.86,12391910,166.32,168.38,166.18,167.86,12391910,0.0,1.0
2017-08-28T00:00:00.000Z,167.24,167.7,166.33,166.91,8360380,167.24,167.7,166.33,166.91,8360380,0.0,1.0
2017-08-29T00:00:00.000Z,168.05,168.43,165.0,165.25,10992617,168.05,168.43,165.0,165.25,10992617,0.0,1.0
2017-08-30T00:00:00.000Z,169.92,170.18,167.63,168.17,10850005,169.92,170.18,167.63,168.17,10850005,0.0,1.0
2017-08-31T00:00:00.000Z,171.97,172.15,170.06,170.4,17226465,171.97,172.15,170.06,170.4,17226465,0.0,1.0
2017-09-01T00:00:00.000Z,172.02,172.92,171.31,172.4,11677589,172.02,172.92,171.31,172.4,11677589,0.0,1.0
2017-09-05T00:00:00.000Z,170.72,172.3875,169.55,171.27,13175866,170.72,172.3875,169.55,171.27,13175866,0.0,1.0
2017-09-06T00:00:00.000Z,172.09,172.48,169.57,170.91,13659317,172.09,172.48,169.57,170.91,13659317,0.0,1.0
2017-09-07T00:00:00.000Z,173.21,173.31,170.27,171.94,17922494,173.21,173.31,170.27,171.94,17922494,0.0,1.0
2017-09-08T00:00:00.000Z,170.95,173.49,170.8,173.09,10936358,170.95,173.49,170.8,173.09,10936358,0.0,1.0
2017-09-11T00:00:00.000Z,173.51,173.89,172.2,172.4,12208441,173.51,173.89,172.2,172.4,12208441,0.0,1.0
2017-09-12T00:00:00.000Z,172.96,174.0,171.75,173.76,11051768,172.96,174.0,171.75,173.76,11051768,0.0,1.0
